nitrogen,phosphorus,potassium,ph,temperature,humidity,rainfall,soil,season,crop
131.37,54.51,50.71,7.21,29.07,75.39,98.53,Black Soil,Kharif,Cotton
79.69,54.49,30.21,6.96,21.35,70.41,94.39,Clay Loam,Kharif,Maize
26.37,47.68,31.19,6.64,32.06,57.87,41.06,Loamy,Kharif,MothBeans
52.09,32.81,144.66,5.63,27.81,86.7,233.61,Coastal Sandy,Kharif,Coconut
46.72,31.28,24.11,6.05,24.32,88.93,221.67,Alluvial,Kharif,Jute
41.49,24.63,26.01,6.46,25.54,64.26,113.12,Loamy,Rabi,Orange
97.63,43.42,42.43,6.94,24.15,89.15,197.7,Clay,Rabi,Rice
29.07,58.11,35.03,6.65,27.29,68,47.66,Loamy,Kharif,MothBeans
27.31,87.81,270.2,6.83,24.14,73.91,51.23,Loamy,Kharif,Grapes
84.54,51.37,29.51,6.06,22.61,74.6,62.9,Sandy Loam,Rabi,Maize
88.61,75.81,84.17,6.93,28.86,71.93,130.85,Sandy Loam,Kharif,Papaya
92.17,46.43,49.07,6.45,26.06,66.77,72.68,Sandy,Kharif,Muskmelon
28.6,59.78,21.39,6.28,20.02,70.06,97.02,Loamy,Rabi,KidneyBeans
37.62,127.46,215.04,6.81,17.11,62.8,149.95,Sandy Loam,Rabi,Apple
74.83,51.33,22.95,6.13,19.01,64.92,50.91,Clay Loam,Kharif,Maize
27.92,51.52,27.08,6.23,26.24,72.59,106.94,Loamy,Kharif,PigeonPeas
86.14,40.93,24.4,6.76,25.47,56.42,74.96,Loamy,Rabi,Maize
103.23,77.92,268.44,6.28,28.36,77.7,165.63,Loamy,Kharif,Banana
59.23,21.86,29.17,6.83,33.36,75.63,179.43,Clay,Kharif,Jute
138.97,59.68,43.15,6.86,26.33,73.14,97.16,Clay,Kharif,Cotton
30.45,50.57,35.07,6.99,32.92,69.9,74.06,Clay,Kharif,Blackgram
51.75,29.95,20.41,6.38,34.74,78.61,158.79,Alluvial,Kharif,Jute
50.56,44.57,147.27,6.43,27.16,75.44,163.91,Coastal Sandy,Kharif,Coconut
32.11,62.71,40.44,6.54,27.66,66.7,82.86,Clay,Kharif,Blackgram
93.06,54.6,56.6,6.37,24.74,67.28,54.1,Loamy,Kharif,Muskmelon
25.05,57.59,23.96,7.32,30.93,67.27,30.08,Loamy,Kharif,MothBeans
18.41,24.31,27.39,6.67,33.93,39.4,78.58,Loamy,Kharif,Pomegranate
93.5,77.95,283.25,6.5,29.54,86.44,106.31,Clay Loam,Kharif,Banana
30.89,63.55,34.58,6.59,23.67,65.11,84.62,Sandy Loam,Rabi,KidneyBeans
34.04,46.83,20.26,7.3,25.25,69.6,34.19,Sandy Loam,Kharif,MothBeans
39.49,47.48,37.92,6.56,25.26,77.74,74.63,Sandy,Zayad,MungBean
29.04,67.31,34.63,6.89,24,74.95,91.48,Loamy,Kharif,PigeonPeas
133.28,42.72,48.34,7.41,27.96,72.64,89.68,Clay,Kharif,Cotton
25.15,69.49,23.76,6.43,19.34,72.2,85.37,Sandy,Kharif,KidneyBeans
45.1,61.36,45.93,6.49,25.2,65.78,81.66,Clay,Kharif,Blackgram
39.11,102.17,285.5,7.47,29.85,68.24,69.22,Loamy,Kharif,Grapes
25.18,59.85,35.16,6.56,27.14,68.76,45.07,Loamy,Kharif,MothBeans
42.9,49.4,140.39,6.19,31.03,76.88,150.6,Loamy,Kharif,Coconut
45.9,61.97,56.67,6.47,27.48,74.49,78.87,Sandy Loam,Rabi,Chickpea
95.57,58.89,114.7,6.32,19.95,77.38,207.63,Loamy,Rabi,Coffee
20.01,128.51,223.88,5.62,11.98,66.39,104.41,Clay Loam,Rabi,Apple
93.58,45.1,41.7,6.57,20.75,85.16,278,Loamy,Kharif,Rice
29.06,55.11,31.3,6.5,27.92,77.74,113.69,Clay,Kharif,PigeonPeas
35.79,112.77,209.71,7.38,18.53,69.68,77.37,Loamy,Rabi,Grapes
49.08,63.72,58.21,6.98,24.45,73.07,98.47,Sandy Loam,Rabi,Chickpea
34.64,60.77,21.23,6.72,28.39,71.41,89.07,Clay,Kharif,PigeonPeas
92.24,67.62,91.3,6.85,28.39,82.52,149.09,Red Soil,Kharif,Papaya
83.48,78.39,91.26,6.21,25.62,78.45,170.63,Sandy Loam,Kharif,Papaya
37.69,67.84,51.73,6.28,27.68,62.55,81.69,Sandy Loam,Rabi,Chickpea
41.77,47.6,123.44,7.21,28.2,78.37,182.05,Sandy,Kharif,Coconut
25.67,95.15,204.58,6.63,23.14,71.16,58.41,Loamy,Rabi,Grapes
81.48,47,49.88,6.26,26.44,83.48,284.71,Clay,Kharif,Rice
97.21,47.62,44.18,5.56,23.38,82.11,286.81,Loamy,Rabi,Rice
59.43,45.26,52.07,6.3,15.65,62.36,50.98,Clay Loam,Rabi,Wheat
23.63,59.08,29.34,6.88,16.32,65.85,71.49,Sandy,Rabi,KidneyBeans
47,50.46,49.79,6.1,22.69,68.97,87.81,Loamy,Rabi,Chickpea
22.37,27.34,33.21,6.58,22.53,42.75,94.83,Sandy,Rabi,Pomegranate
34.02,55.82,25.54,6.66,19.65,62.48,42.47,Loamy,Rabi,Lentil
29.63,54.98,24.17,7.89,27.46,56.28,48.28,Sandy,Kharif,MothBeans
112.27,45.37,49.26,7.48,23.2,69.38,75.99,Black Soil,Kharif,Cotton
29.81,40.24,28.58,6.76,29.67,76.49,76.77,Sandy,Zayad,MungBean
128.24,47.51,57.15,7.07,23.8,61.36,97.71,Black Soil,Kharif,Cotton
90.43,41.59,87.45,6.38,24.78,74.75,154.95,Clay Loam,Rabi,Coffee
30.09,18.95,20.67,5.69,30.39,51.5,132.6,Red Soil,Kharif,Mango
44.46,39.87,21.67,6.25,24.79,83.16,203.03,Alluvial,Kharif,Jute
59.85,41.31,109.81,5.81,33.68,77.13,174.99,Sandy,Kharif,Coconut
84.11,51.87,23.86,5.53,21.72,62,68.94,Sandy Loam,Rabi,Maize
85.18,76.08,95.22,6.18,28.04,84.91,116.8,Red Soil,Kharif,Papaya
37.75,61.92,31.36,7.23,30.44,76.02,93.66,Loamy,Rabi,Blackgram
86.73,69.39,90.59,6.83,23.56,76.06,157.31,Loamy,Kharif,Papaya
84.99,58.47,25.41,6.36,21.69,65.96,71.57,Sandy Loam,Rabi,Maize
116.95,67.41,293.11,7.12,25.28,86.65,172.66,Loamy,Kharif,Banana
89.76,61.88,85.06,6.87,27.93,83.93,131.73,Loamy,Kharif,Papaya
30.26,85.59,240.28,6.05,23.86,60.55,53.82,Black Soil,Rabi,Grapes
30.14,19.79,28.61,7.08,28.24,59.06,83.48,Loamy,Kharif,Mango
74.03,54.11,35.71,5.6,23.96,66.71,63.92,Sandy Loam,Kharif,Maize
76.76,58.54,37.4,5.99,22.92,66.21,95.5,Loamy,Kharif,Maize
32.53,24.21,33.72,6.81,30.12,42.97,67.76,Red Soil,Rabi,Pomegranate
26.18,117.27,207.87,6.4,15.93,73.94,94.24,Black Soil,Kharif,Grapes
93.27,45.4,50.68,7.35,28.76,68.4,71.09,Sandy,Kharif,Watermelon
36.83,23.82,37.5,7.21,26.98,66.43,122.79,Loamy,Kharif,Mango
15.36,43.88,35.21,6.95,30.02,54.35,54.47,Sandy Loam,Kharif,MothBeans
35.69,55.75,25.55,6.18,25.82,79.78,91.39,Loamy,Kharif,PigeonPeas
95.7,51.65,40.29,6.16,25.18,66.01,79.39,Sandy Loam,Kharif,Muskmelon
23.61,107.63,246.66,6.21,34.25,64.56,53.11,Sandy,Kharif,Grapes
20.54,23.42,28.76,6.71,32.79,59.65,96.7,Sandy Loam,Kharif,Mango
27.58,23.2,17.57,6.86,20.59,44.4,77.75,Loamy,Rabi,Pomegranate
36.28,61.59,43.53,6.6,30.44,69.7,98.32,Clay,Kharif,Blackgram
81.29,53.26,58.71,7.13,28.27,79.65,58.6,Sandy Loam,Zayad,Watermelon
33.66,55.64,56.23,7.37,25.16,62.02,97.56,Sandy Loam,Rabi,Chickpea
30.82,56.96,23.58,6.61,21.13,73.22,42.29,Sandy,Rabi,Lentil
84.41,50.99,39.58,5.56,23.83,67.3,73.56,Sandy Loam,Rabi,Maize
23.11,58.03,38.08,6.6,30.5,81.16,75.79,Sandy,Kharif,MungBean
40.67,61.17,37.34,6.37,26.82,70.72,78.76,Red Soil,Kharif,Blackgram
28.68,97.19,291.37,6.95,15.46,62.35,72.66,Loamy,Kharif,Grapes
39.56,54.31,32.45,7.33,18.11,73.03,62.88,Loamy,Rabi,Lentil
25.15,65.1,30.33,6.23,16.87,60.43,53.27,Clay Loam,Rabi,Lentil
96.72,57.83,40.33,6.92,30.22,71.67,58.94,Sandy Loam,Kharif,Muskmelon
128.03,45.57,57.02,6.71,26.48,76.67,94.01,Clay,Kharif,Cotton
21.82,52.48,29.28,6.51,26.97,77.64,100.1,Loamy,Kharif,PigeonPeas
38.18,91.33,206.46,6.89,31.37,61.07,56.72,Loamy,Rabi,Grapes
135.06,51.86,59.8,6.41,26.56,68.57,76.93,Black Soil,Kharif,Cotton
137.45,53.65,50.31,7.47,21.62,78.76,94.27,Black Soil,Kharif,Cotton
98.73,40.17,45.39,6.17,24.12,87.76,231.71,Clay Loam,Rabi,Rice
76.78,52.56,28.22,6.58,24.99,55.21,77.94,Loamy,Rabi,Maize
33.02,48.62,37.25,6.68,26.73,72.53,68.79,Sandy,Zayad,MungBean
106.11,51.04,86.57,6.1,15.89,82.13,183.21,Loamy,Rabi,Coffee
46.07,51.95,51.06,7.3,22.13,65.24,80.31,Loamy,Rabi,Chickpea
55.25,58.53,53.93,7.08,18.18,51.56,71.58,Clay Loam,Rabi,Wheat
37.42,51.88,54.33,6.75,20.06,67.44,89.46,Loamy,Rabi,Chickpea
85.79,74.94,89.54,6.38,25.19,75.22,168.71,Sandy Loam,Kharif,Papaya
43.45,50.92,34.21,6.51,26.17,75.1,93.28,Clay,Kharif,Blackgram
32.96,50.61,34.79,6.41,23.92,69.54,65.92,Sandy,Rabi,KidneyBeans
45.27,24.64,30.36,6.48,33.29,78.95,205.56,Alluvial,Kharif,Jute
49.64,31.4,20.76,7.37,15.95,70.54,120.8,Sandy Loam,Kharif,Orange
87.03,45.78,48.36,6.41,24.71,88.41,202.06,Clay Loam,Kharif,Rice
38.87,53.83,49.85,6.21,23.67,77.29,97.68,Clay,Rabi,Chickpea
37.8,121.89,243.38,6.38,19.63,72.46,106.03,Loamy,Rabi,Apple
58.74,21.35,38.04,7.26,30.48,77.48,225.06,Loamy,Kharif,Jute
32.23,31.05,22.44,5.89,34.95,59.38,108.71,Red Soil,Kharif,Mango
83.16,43.76,51.91,6.51,31.4,72.55,55.42,Loamy,Zayad,Muskmelon
30.81,31.33,32.66,7.09,25.34,48.33,75.99,Sandy,Kharif,Pomegranate
94.62,78.95,95.46,6.41,30.71,73.92,152.95,Red Soil,Kharif,Papaya
42.25,57.44,49,6.09,27.5,72.72,63.33,Loamy,Rabi,Blackgram
38.92,119.61,221.94,6.63,13.18,71.05,134.26,Loamy,Rabi,Apple
33.93,47.99,29.83,6.89,34.75,50.98,31.94,Sandy,Kharif,MothBeans
88.65,47.65,43.13,6.51,23.75,81.32,223.7,Loamy,Kharif,Rice
31.02,49.66,20.32,7.93,32.78,52.72,32.02,Sandy,Kharif,MothBeans
36.31,57.36,26.04,6.21,22.35,74.94,42.72,Clay Loam,Rabi,Lentil
80.39,48.47,43.15,6.87,26.64,74.25,62.44,Sandy,Kharif,Muskmelon
82.34,54.12,51.19,6.25,31.62,73.53,44.77,Sandy,Zayad,Muskmelon
34.43,117.86,240.82,7.01,15.56,67.65,89.01,Sandy,Rabi,Grapes
31.47,46.75,35.61,7.21,30.28,53.82,38.96,Sandy Loam,Kharif,MothBeans
40.82,33.39,33.43,7.45,21.4,64.52,119.19,Red Soil,Kharif,Orange
80.37,51.09,57.96,6.76,25.95,78.08,71.1,Sandy,Zayad,Muskmelon
44.59,21.28,20.46,6.67,23.87,72.66,111.35,Loamy,Rabi,Orange
89.86,76.06,336.04,6.26,29.92,78.2,161.17,Loamy,Kharif,Banana
21.88,55.45,26.38,7.32,27.46,59.02,32.92,Sandy Loam,Kharif,MothBeans
25.45,116.09,227.8,6.55,16.41,71.17,139.89,Sandy Loam,Rabi,Apple
28.03,64.61,27.87,6.48,21.51,61.53,94.69,Clay,Kharif,PigeonPeas
55.24,45.6,58.52,6.48,12.24,52.99,67.89,Clay Loam,Rabi,Wheat
98.36,57.91,55.22,7.07,30.87,69.71,71.58,Loamy,Zayad,Watermelon
82.61,70.68,92.24,6.96,24.14,71.57,162.52,Loamy,Kharif,Papaya
16.83,33.24,33.1,6.75,29.52,53.87,96.35,Loamy,Rabi,Pomegranate
36.44,60.62,30.95,6.71,32.07,71.93,73.67,Clay,Kharif,Blackgram
119.55,55.84,44.58,6.25,26.95,74.95,113.05,Loamy,Kharif,Cotton
24.8,53.16,38.26,7.03,22.24,70.29,64.07,Sandy,Rabi,Lentil
108.56,57.7,58.85,6.35,22.81,61.05,102.12,Clay,Kharif,Cotton
79.58,59.21,30.56,5.73,25.73,62.63,97.22,Loamy,Rabi,Maize
126.41,50.15,43.2,7.49,27.69,64.76,78.12,Clay,Kharif,Cotton
91.1,58.56,85.62,6.32,15,79.7,172.84,Red Soil,Kharif,Coffee
23.76,24.5,33.33,6.55,15.97,39.4,77.91,Loamy,Rabi,Pomegranate
101.88,44.13,40.32,7.14,29.65,78.94,52.19,Sandy,Zayad,Watermelon
20.14,34.54,31.33,6.77,24.84,59.99,96.46,Red Soil,Kharif,Mango
102.89,56.76,103.01,6.17,17.12,72.83,239.15,Red Soil,Kharif,Coffee
30.35,50.43,20.9,6.82,25.35,79.75,69.39,Loamy,Zayad,MungBean
92.42,75.68,86.27,6.1,28.36,78.2,126.37,Loamy,Kharif,Papaya
41.28,60.06,53.11,6.56,25.75,75.74,97.34,Loamy,Rabi,Chickpea
24.39,106.56,203.02,6.55,24.64,66.25,73.16,Sandy,Kharif,Grapes
43.79,58.02,30.16,6.59,29.19,68.73,88.69,Red Soil,Kharif,Blackgram
24.54,22.14,34.37,6.89,27.05,50.34,113.43,Red Soil,Kharif,Mango
43.2,25.35,27.95,6.15,20.47,67.54,132.61,Loamy,Kharif,Orange
36.83,61.36,45.89,7.09,28.67,68.58,83.52,Sandy Loam,Rabi,Chickpea
85.64,55.01,23.1,6.14,24.86,63.7,99.31,Clay Loam,Kharif,Maize
101.08,73.65,323.44,6.53,26.52,80.94,165.61,Red Soil,Kharif,Banana
61.41,55.13,54.02,7.21,13.48,69.93,52.49,Clay Loam,Rabi,Wheat
37.23,53.17,59.81,6.67,28.67,68.66,89.19,Loamy,Rabi,Chickpea
108.14,53.14,53,6.6,28.4,75.7,78.76,Sandy,Kharif,Watermelon
39.74,83.23,282.33,6.34,32.53,65.34,81.41,Black Soil,Kharif,Grapes
20.83,114.03,236.16,6.7,21.87,72.87,141.08,Loamy,Rabi,Apple
112.78,42.17,90.79,6.13,24.35,75.91,176.54,Red Soil,Rabi,Coffee
22.5,63.55,25.23,5.54,17.83,67.37,67.7,Sandy,Kharif,KidneyBeans
37.55,69.41,25.56,5.96,17.71,66.69,93.1,Sandy,Kharif,KidneyBeans
95.53,76.6,281.88,7.11,27.61,83.76,193.94,Loamy,Kharif,Banana
35.8,55.72,30.7,6.6,30.24,65.31,98.24,Red Soil,Rabi,Blackgram
88.79,42.19,43.22,6.98,20,81.41,168.15,Clay Loam,Rabi,Rice
84.64,49.59,44.52,5.92,21.57,83.41,236.41,Loamy,Rabi,Rice
41.33,15.65,19.23,7.23,18.93,68.85,148.52,Loamy,Rabi,Orange
81.63,51.62,29.76,5.8,25.56,73.42,52.17,Clay Loam,Rabi,Maize
57.24,31.05,105.63,5.59,30.26,87.07,204.32,Coastal Sandy,Kharif,Coconut
35.62,54.76,59.33,7.04,26.93,78.4,77.29,Loamy,Rabi,Chickpea
86.69,49.17,41.11,6.06,21.59,89.95,216.89,Loamy,Kharif,Rice
132.82,59.99,41.5,7.11,23.13,61.2,87.21,Clay,Kharif,Cotton
33.16,29.31,39.42,7.04,25.76,65.87,142.68,Sandy Loam,Kharif,Mango
95.32,75.38,262.03,7.44,34.13,88.29,113.25,Red Soil,Kharif,Banana
101.41,68.83,324.15,6.01,34.7,88,188.79,Loamy,Kharif,Banana
106.52,47.42,106.33,6.45,17.14,72.06,167.56,Loamy,Rabi,Coffee
50,53.92,46.34,6.77,28.89,78.81,71.61,Loamy,Rabi,Blackgram
115.84,49.21,51.59,6.38,24.38,73.09,72.46,Black Soil,Kharif,Cotton
21.26,48.08,33.61,6.56,27.75,75.78,69.9,Loamy,Zayad,MungBean
90.26,48.79,48.96,6.8,21.66,89.65,242.85,Clay Loam,Kharif,Rice
96.09,56.08,41.07,6.91,24.12,73.45,57.98,Sandy Loam,Zayad,Muskmelon
27.31,94.32,238.8,6.53,30.98,68.85,57.18,Sandy,Rabi,Grapes
27.88,29.49,29.15,7.5,19,38.74,55.18,Red Soil,Rabi,Pomegranate
65.94,47.22,52.18,7.32,24.38,65.92,54.76,Loamy,Rabi,Wheat
42.21,22.48,15.78,7.31,29.75,74.12,110.26,Loamy,Kharif,Orange
20.1,110.82,271.89,6.24,34.68,72.43,82.42,Loamy,Kharif,Grapes
95.97,42.12,45.95,6.49,20.77,84.62,214.36,Clay,Rabi,Rice
32.38,58.42,30.51,7.93,25.75,63.9,30.75,Sandy,Kharif,MothBeans
54.82,34.83,39.04,6.28,34.37,77.42,248.75,Loamy,Kharif,Jute
32.31,60.73,47.14,6.23,34.36,78.84,61.82,Loamy,Rabi,Blackgram
93.47,46.38,45.16,6.57,25.2,81.66,150.51,Loamy,Kharif,Rice
56.48,23.15,24.17,7.14,33.35,73.43,151.01,Alluvial,Kharif,Jute
37.44,51.29,20.18,7.33,20.62,76.07,106.27,Red Soil,Kharif,PigeonPeas
28.84,43.46,39.93,6.71,27.3,55.79,57.47,Loamy,Kharif,MothBeans
95.37,71.72,329.07,6.22,26.58,76.99,180.04,Clay Loam,Kharif,Banana
96.79,40.57,40.19,6.82,24.93,81.96,234.46,Clay,Rabi,Rice
28.84,46.52,33.96,6.08,30.27,82.68,64,Sandy,Kharif,MungBean
38.54,32.51,30.52,7.33,28.23,69.34,121,Loamy,Rabi,Orange
53.82,24.81,21.49,7.06,30.13,87.33,160.61,Alluvial,Kharif,Jute
33.28,54.95,28.32,7.24,29.72,62.68,42.57,Sandy Loam,Kharif,MothBeans
29.22,93.41,247.54,6.44,27.4,64.69,84.35,Loamy,Rabi,Grapes
28.31,56.02,38.34,6.1,16.3,62.1,93.69,Loamy,Kharif,KidneyBeans
84.36,46.23,32.8,6.31,25.65,55.52,60.43,Loamy,Kharif,Maize
49.82,27.12,26.1,6.15,32.87,71.4,231.53,Clay,Kharif,Jute
21.99,115.43,284.11,6.93,33.23,65.87,99.37,Black Soil,Rabi,Grapes
91.16,43.12,48.23,6.66,25.76,89.37,225.89,Clay Loam,Rabi,Rice
95.58,41.26,49.02,6.35,24.47,74.53,77.62,Sandy,Kharif,Muskmelon
38,23.07,27.27,6.06,16.78,64.27,148.59,Sandy Loam,Rabi,Orange
31.13,114.77,247.68,6.55,18.5,71.58,106.2,Loamy,Rabi,Apple
43.22,22.4,24.42,6.88,29.64,86.18,201.78,Clay,Kharif,Jute
93.79,43.74,49.51,6.66,23.13,88.29,159,Loamy,Rabi,Rice
25.36,26.18,20.25,6.5,24.73,64.4,122.28,Red Soil,Kharif,Mango
42.2,32.08,15.94,6.36,28.53,60.16,108.48,Loamy,Rabi,Orange
21.23,20.44,34.04,6.38,33.96,69.58,134.2,Loamy,Kharif,Mango
46.74,66.62,52.62,6.15,25.81,66.75,84.3,Clay,Rabi,Chickpea
36.73,21.32,34.94,7.48,27.77,51.75,115.65,Loamy,Kharif,Mango
45.68,57.53,38.51,7.46,25.21,71.82,99.07,Loamy,Kharif,Blackgram
101.09,56.34,53.17,7.36,21.66,74.73,89.07,Black Soil,Kharif,Cotton
49.5,44.04,140.5,6.03,29.64,81.72,235.41,Sandy,Kharif,Coconut
131.08,54.38,42.94,7.28,26.82,72.13,71.42,Black Soil,Kharif,Cotton
85.58,59.58,49.25,7.38,26.02,67.53,74.65,Sandy Loam,Kharif,Watermelon
94.76,56.47,44.46,6.9,31.17,66.51,44.04,Sandy,Kharif,Watermelon
32.39,56.89,35.32,5.7,21.23,69.01,99.4,Sandy,Rabi,KidneyBeans
16.02,20.65,31.36,7.01,20.87,42.99,69.78,Loamy,Rabi,Pomegranate
23.56,43.3,35.82,7.99,31.55,62.69,44.03,Loamy,Kharif,MothBeans
69.34,59.82,54.09,6.97,15.76,66.22,75.76,Clay Loam,Rabi,Wheat
44.86,32.81,25.9,6.15,31.69,81.36,193.64,Alluvial,Kharif,Jute
24.42,28.72,23.78,6.45,27.78,58.67,78.75,Sandy Loam,Kharif,Mango
46.86,48.02,123.98,6.84,34.64,84.03,193.62,Sandy,Kharif,Coconut
92.68,70.08,295.13,6.39,32.19,85.6,161.38,Clay Loam,Kharif,Banana
87.98,76.62,285.78,6.22,32.7,79.27,137.23,Clay Loam,Kharif,Banana
106.11,56.01,81.87,6.43,17.9,75,239.4,Clay Loam,Rabi,Coffee
37.5,52.71,38.49,6.92,21.92,71.13,85.56,Red Soil,Kharif,PigeonPeas
15.8,43.3,22.38,7.9,32.87,64.11,51.26,Sandy,Kharif,MothBeans
34.18,61.42,56.59,7.3,20.12,61.29,84.4,Loamy,Rabi,Chickpea
99.7,76.12,329.6,6.6,26.69,76.36,199.49,Red Soil,Kharif,Banana
108.18,58.32,85.32,6.47,26.3,73.43,164.72,Clay Loam,Kharif,Coffee
86.83,48.25,48.96,6.48,20.89,85.04,177.73,Clay,Rabi,Rice
96.78,46.74,80.28,6.43,15.25,77.39,225.16,Red Soil,Rabi,Coffee
31.6,67.44,24.91,6.71,23.02,60.69,99.56,Loamy,Kharif,PigeonPeas
39.46,22.34,28.08,6.91,24.09,76.07,108.14,Red Soil,Kharif,Orange
93.57,68.25,264.03,6.75,33.2,79.13,152.49,Red Soil,Kharif,Banana
33,85.01,206.64,6.99,24.69,71.32,97.02,Black Soil,Kharif,Grapes
22.91,44.73,20.78,6.52,27.08,79.04,68.16,Clay Loam,Zayad,MungBean
89.91,52.21,23.18,6.7,20.77,72.28,57.28,Clay Loam,Rabi,Maize
49.15,36.95,105.04,6.27,34.7,80.74,186.64,Sandy,Kharif,Coconut
27.5,61.04,32.23,6.98,15.09,66.06,70.85,Sandy,Rabi,KidneyBeans
26.02,53.96,32.44,7.39,22.11,63.66,115.05,Loamy,Kharif,PigeonPeas
29.82,19.33,22.9,6.1,29.99,63.94,91.03,Red Soil,Kharif,Mango
112.35,63,314.84,6.36,27.82,77.9,154.81,Red Soil,Kharif,Banana
57.59,40.35,123.86,6.38,29.74,81.44,220.76,Coastal Sandy,Kharif,Coconut
32.66,59.32,25.33,6.63,26.4,59.21,45.38,Sandy,Kharif,MothBeans
44.14,28.74,20.49,6.18,31.91,78.61,210.93,Loamy,Kharif,Jute
47.24,37.54,39.47,6.55,26.89,79.71,228.98,Clay,Kharif,Jute
94.46,48.25,42.7,6.27,23.47,88.31,186.79,Loamy,Kharif,Rice
101.48,71.5,276.95,6.14,29.31,82.32,170.99,Loamy,Kharif,Banana
22.18,21.86,26.61,6.84,15.5,48.46,67.72,Loamy,Rabi,Pomegranate
105.27,73.77,291.29,6.13,25.18,77,195.64,Clay Loam,Kharif,Banana
34.7,58.64,35.07,6.74,26.42,74.66,60.12,Loamy,Zayad,MungBean
25.22,32.5,29.03,7.46,25.83,50.25,139.94,Loamy,Kharif,Mango
111.59,42.61,98.16,6.18,21.86,71.28,165.34,Loamy,Kharif,Coffee
30.15,65.83,38.35,7.06,32.96,73.65,74.6,Clay,Rabi,Blackgram
33.01,68.6,20.99,5.6,22.06,68.84,81.99,Sandy,Rabi,KidneyBeans
88.98,63.72,87.57,6.77,26.26,77.92,147.99,Sandy Loam,Kharif,Papaya
51.69,40.99,132.9,6.99,32.63,83.49,158.66,Sandy,Kharif,Coconut
27.38,32.51,15.22,6.95,23.4,44.16,83.83,Red Soil,Kharif,Pomegranate
67.24,42.5,52.46,6.28,12.54,57.43,43.16,Clay Loam,Rabi,Wheat
28.75,58.34,30.1,6.65,27.84,62.9,40.73,Loamy,Kharif,MothBeans
32.11,24.22,27.27,7.02,26.63,75.81,125.51,Sandy Loam,Rabi,Orange
76.13,47.31,29.43,5.87,20.83,62.19,56.46,Clay Loam,Rabi,Maize
80.26,58.88,21.86,6.99,20.41,69.2,77.04,Clay Loam,Kharif,Maize
25.25,51.51,39.03,6.8,30.6,68.76,48.33,Loamy,Kharif,MothBeans
69.36,46.38,52.16,6.44,19.74,69.7,53.27,Clay,Rabi,Wheat
32.6,33.74,34.7,6.88,15.73,74.12,116.2,Red Soil,Kharif,Orange
93.63,43.6,45.95,6.73,21.61,84.07,229.38,Clay,Rabi,Rice
85.5,62.02,90.42,6.09,27.99,82.61,145.43,Loamy,Kharif,Papaya
34.78,56.7,20.33,7.31,31.38,84.71,89.68,Clay Loam,Zayad,MungBean
114.03,48.89,45.21,6.17,31.29,66.58,50.97,Sandy Loam,Zayad,Watermelon
100.66,79.92,297.56,7.4,25.48,78.74,186.2,Loamy,Kharif,Banana
24.65,63.47,38.15,6.19,21.5,71.64,70.3,Sandy Loam,Kharif,KidneyBeans
23.06,54,36.9,6.1,17.79,71.55,68.81,Sandy Loam,Rabi,KidneyBeans
54.98,44.32,59.32,7.38,12.29,57.46,69.78,Clay Loam,Rabi,Wheat
58.82,48.22,54.58,7.19,18.05,57.56,77.99,Loamy,Rabi,Wheat
38.07,51.69,21.52,6.02,29.53,76.53,96.14,Clay Loam,Kharif,MungBean
22.13,68.24,21.84,7.38,26.47,61.97,105.64,Loamy,Kharif,PigeonPeas
100.98,49.76,44.47,6.7,27.3,68.56,45.13,Sandy Loam,Kharif,Watermelon
26.65,32.89,22.62,6.56,29.97,48.25,61.91,Red Soil,Rabi,Pomegranate
29.46,41.12,28.83,7.38,30.24,76.48,97.97,Clay Loam,Zayad,MungBean
41.1,34.61,37.86,6.71,34.33,87.66,243.54,Loamy,Kharif,Jute
110.65,56.75,50.65,7.36,28.88,75.81,105.47,Black Soil,Kharif,Cotton
78.56,54.93,35.68,5.81,19.18,70.61,86.64,Clay Loam,Rabi,Maize
85.25,59.63,52.41,6.03,30.34,70.63,56.36,Loamy,Zayad,Watermelon
90.27,56.76,50.75,6.23,24.05,70.23,77.05,Loamy,Zayad,Muskmelon
60.97,50.34,43.48,6.05,18.34,55.32,42.87,Loamy,Rabi,Wheat
100.64,78.8,319.11,7.05,34.23,81.05,196.91,Clay Loam,Kharif,Banana
49.32,61.3,44.96,7.14,34.31,65.57,75.13,Red Soil,Kharif,Blackgram
43.47,57.7,45.04,6.57,27.49,61.33,91.81,Sandy Loam,Rabi,Chickpea
31.38,49.02,27.4,7.03,29.71,79.63,95.96,Sandy,Kharif,MungBean
31.34,33.85,30.03,7,22.61,48.21,82.3,Loamy,Rabi,Pomegranate
85.04,79.35,99.59,6.35,24.81,80.93,171.75,Red Soil,Kharif,Papaya
136.56,53.31,56.99,6.95,27.77,63.31,79.85,Black Soil,Kharif,Cotton
97.54,43.86,49.93,5.99,23.01,83.04,292.66,Clay Loam,Rabi,Rice
32.43,107.54,231.67,5.71,18.47,66.56,134.23,Loamy,Rabi,Apple
42.26,34.52,129.15,5.75,27.04,79.08,189.31,Sandy,Kharif,Coconut
50.41,41.88,122.71,5.89,32.39,85.37,204.96,Sandy,Kharif,Coconut
93.49,45.25,92.41,6.09,20.7,79.56,154.99,Loamy,Kharif,Coffee
28.8,23.27,35.91,6.37,31.68,50.06,126.94,Sandy Loam,Kharif,Mango
